제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
(주)볼보자동차코리아,XC70,2000-11-28,2007-03-30,2021-11-01,"운전석 에어백 인플레이터(Inflator/에어백 가스 발생장치)에 사용된 5AT 148 N 추진제가 덥고 습한 환경과 같은 특정 조건에 자주 노출되게 되면, 추진제의 성분 중 하나인 질산나트륨의 특성에 의해 수분이 흡수되어 알갱이의 체적 변화가 일어나게 됩니다. 이는 추진제 알갱이의 내부 응력을 일으키게 되어 시간이 지남에 따라 알갱이가 부식되기 시작하고 먼지 입자를 형성하게 됩니다. 먼지 입자는 연소되는 표면적을 증가시켜 연소율을 높이게 되고, 연소율이 높을수록 연소실 압력이 높아져 인플레이터의 파열될 수 있는 위험이 높아지게 됩니다."
(주)볼보자동차코리아,V70,2000-06-12,2005-11-09,2021-11-01,"운전석 에어백 인플레이터(Inflator/에어백 가스 발생장치)에 사용된 5AT 148 N 추진제가 덥고 습한 환경과 같은 특정 조건에 자주 노출되게 되면, 추진제의 성분 중 하나인 질산나트륨의 특성에 의해 수분이 흡수되어 알갱이의 체적 변화가 일어나게 됩니다. 이는 추진제 알갱이의 내부 응력을 일으키게 되어 시간이 지남에 따라 알갱이가 부식되기 시작하고 먼지 입자를 형성하게 됩니다. 먼지 입자는 연소되는 표면적을 증가시켜 연소율을 높이게 되고, 연소율이 높을수록 연소실 압력이 높아져 인플레이터의 파열될 수 있는 위험이 높아지게 됩니다."
기흥인터내셔널 유한회사,675LT,2015-10-01,2016-10-31,2021-11-01,"연료 호스 제조 공정상의 오류로 내구성이 부족한 연료 호스가 장착, 연료 호스가 손상될 수 있으며 이 경우 연료 누출의 가능성이 있습니다. 연료 누출 시 차량 화재의 가능성이 있습니다."
기흥인터내셔널 유한회사,650S,2015-02-01,2016-05-31,2021-11-01,"연료 호스 제조 공정상의 오류로 내구성이 부족한 연료 호스가 장착, 연료 호스가 손상될 수 있으며 이 경우 연료 누출의 가능성이 있습니다. 연료 누출 시 차량 화재의 가능성이 있습니다."
기흥인터내셔널 유한회사,600LT,2018-10-01,2019-07-31,2021-11-01,"연료 호스 제조 공정상의 오류로 내구성이 부족한 연료 호스가 장착, 연료 호스가 손상될 수 있으며 이 경우 연료 누출의 가능성이 있습니다. 연료 누출 시 차량 화재의 가능성이 있습니다."
기흥인터내셔널 유한회사,570GT,2016-08-01,2018-04-30,2021-11-01,"연료 호스 제조 공정상의 오류로 내구성이 부족한 연료 호스가 장착, 연료 호스가 손상될 수 있으며 이 경우 연료 누출의 가능성이 있습니다. 연료 누출 시 차량 화재의 가능성이 있습니다."
기흥인터내셔널 유한회사,570S,2016-02-01,2019-06-30,2021-11-01,"연료 호스 제조 공정상의 오류로 내구성이 부족한 연료 호스가 장착, 연료 호스가 손상될 수 있으며 이 경우 연료 누출의 가능성이 있습니다. 연료 누출 시 차량 화재의 가능성이 있습니다."
현대자동차(주),쏘나타 플러그인 하이브리드(LF PHEV),2014-12-23,2017-05-11,2021-11-02,멀티펑션스위치 부품 내구성을 감안한 설계로직 설정 미흡으로 스마트정션박스측에서 좌측 방향지시등 전압을 우측으로 오인식 가능성
현대자동차(주),쏘나타 하이브리드(LF HEV),2014-12-04,2017-05-08,2021-11-02,멀티펑션스위치 부품 내구성을 감안한 설계로직 설정 미흡으로 스마트정션박스측에서 좌측 방향지시등 전압을 우측으로 오인식 가능성
현대자동차(주),쏘나타(LF),2014-01-15,2016-02-05,2021-11-02,멀티펑션스위치 부품 내구성을 감안한 설계로직 설정 미흡으로 스마트정션박스측에서 좌측 방향지시등 전압을 우측으로 오인식 가능성
기아주식회사,카니발(YP),2014-06-21,2016-06-10,2021-11-02,멀티펑션스위치 부품 내구성을 감안한 설계로직 설정 미흡으로 스마트정션박스측에서 좌측 방향지시등 전압을 우측으로 오인식 가능성
기아주식회사,카니발(YP),2014-06-21,2016-06-21,2021-11-02,멀티펑션스위치 부품 내구성을 감안한 설계로직 설정 미흡으로 스마트정션박스측에서 좌측 방향지시등 전압을 우측으로 오인식 가능성
현대자동차(주),팰리세이드(LX2),2021-03-09,2021-03-31,2021-11-02,차량 제조공정 중 오유입된 광유계 오일(엔진오일 등)을 컵씰이 흡수하여 발생된 컵씰 부풀음에 의해 마스터실린더 압력 형성 저하
현대자동차(주),제네시스 G80 ELECTRIFIED (RG3 EV),2021-08-23,2021-08-23,2021-11-02,제네시스 G80 ELECTRIFIED (RG3 EV) 일부 차량에서 인버터 내 파워모듈 내부 소자 소손으로 주행중 시동꺼짐 및 재시동 불량 가능성으로 추가 리콜 실시
(주)스포츠모터사이클코리아,690 SMC R,2019-04-10,2020-06-29,2021-11-04,게스킷의 내구성 부족으로 장시간 사용시 게스킷 오일씰이 손상될 수 있습니다.
기흥인터내셔널 유한회사,ROYAL ENFIELD HIMALAYAN,2019-01-11,2020-10-07,2021-11-05,"기흥인터내셔널 유한회사에서 수입·판매하는 로얄엔필드 모터사이클 제품 (2019-01-11~2020-10-07 인도 생산분 유로4 히말라얀 1개 모델 한정)의 부품 제작 과정 중 공정상의 오류로 브레이크 캘리퍼가 기후적 요인에 의해 내식성이 충분히 확보되지 아니한 가능성을 발견 하였습니다. 이로 인하여 차량의 제동력 저하 및 상실이 발생할 수 있으며 추돌 사고로 이어질 가능성이 있음을 2020년 06월 09일자에 최초로 인지하고, 2020년 06월 30일 사전보고를 완료 하였습니다. ※ 금번 리콜은 2020년 07월 06일부터 시행한 임시조치(RE-IB-SC-11-R1)의 3개 모델(히말라얀, 인터셉터, 컨티넨탈 GT) 중 마지막 1개 모델(히말라얀)의 개선품이 개발 완료되어 새롭게 진행하는 본조치 입니다."
메르세데스벤츠코리아(주),AMG GLE 63 S 4MATIC,2018-05-01,2018-05-01,2021-11-05,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 이로 인해 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),GLE 350 D 4MATIC,2016-07-21,2018-02-19,2021-11-05,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 이로 인해 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.
메르세데스벤츠코리아(주),Maybach S 580 4MATIC,2020-09-11,2021-02-18,2021-11-05,에어백 컨트롤 유닛의 소프트웨어 오류로 인해 차량 시동을 끌 경우 에어백 컨트롤 유닛이 조수석 탑승자 인식 컨트롤 유닛을 영구적으로 비활성화 시킬 수 있습니다.
메르세데스벤츠코리아(주),S 580 4MATIC,2020-07-09,2021-03-15,2021-11-05,에어백 컨트롤 유닛의 소프트웨어 오류로 인해 차량 시동을 끌 경우 에어백 컨트롤 유닛이 조수석 탑승자 인식 컨트롤 유닛을 영구적으로 비활성화 시킬 수 있습니다.
메르세데스벤츠코리아(주),S 500 4MATIC,2020-07-16,2021-03-15,2021-11-05,에어백 컨트롤 유닛의 소프트웨어 오류로 인해 차량 시동을 끌 경우 에어백 컨트롤 유닛이 조수석 탑승자 인식 컨트롤 유닛을 영구적으로 비활성화 시킬 수 있습니다.
메르세데스벤츠코리아(주),S 450 4MATIC,2021-02-12,2021-02-12,2021-11-05,에어백 컨트롤 유닛의 소프트웨어 오류로 인해 차량 시동을 끌 경우 에어백 컨트롤 유닛이 조수석 탑승자 인식 컨트롤 유닛을 영구적으로 비활성화 시킬 수 있습니다.
메르세데스벤츠코리아(주),S 400 D 4MATIC,2020-07-22,2021-02-20,2021-11-05,에어백 컨트롤 유닛의 소프트웨어 오류로 인해 차량 시동을 끌 경우 에어백 컨트롤 유닛이 조수석 탑승자 인식 컨트롤 유닛을 영구적으로 비활성화 시킬 수 있습니다.
메르세데스벤츠코리아(주),S 350 D,2020-11-10,2021-01-15,2021-11-05,에어백 컨트롤 유닛의 소프트웨어 오류로 인해 차량 시동을 끌 경우 에어백 컨트롤 유닛이 조수석 탑승자 인식 컨트롤 유닛을 영구적으로 비활성화 시킬 수 있습니다.
메르세데스벤츠코리아(주),C 300,2020-07-22,2020-07-22,2021-11-05,에어백 컨트롤 유닛의 소프트웨어 오류로 인해 차량 시동을 끌 경우 에어백 컨트롤 유닛이 조수석 탑승자 인식 컨트롤 유닛을 영구적으로 비활성화 시킬 수 있습니다.
메르세데스벤츠코리아(주),Mercedes-AMG GLA 45 4MATIC+,2020-03-02,2020-05-12,2021-11-05,공급 업체의 개발 공정 오류로 인하여 라디오 신호와 같이 외부 전자파에 의해 하부 컨트롤 패널 스위치(배기 플랩 컨트롤 스위치1 및/또는 서스펜션 설정 스위치2)가 의도하지 않게 작동될 수 있습니다. 1배기 플랩 컨트롤 스위치: 배기 플랩 개폐를 개별적으로 조절하여 배기음을 변경할 수 있는 기능. 2서스펜션 설정 스위치: 주행 시 승차감 모드(Comfort 안락한 주행 스타일 / Sport 서스펜션 상태가 단단해짐 / Sport + - 서스펜션 상태가 매우 단단해짐)를 변경할 수 있는 기능.
메르세데스벤츠코리아(주),Mercedes-AMG GLB 35 4MATIC,2020-03-30,2020-10-26,2021-11-05,공급 업체의 개발 공정 오류로 인하여 라디오 신호와 같이 외부 전자파에 의해 하부 컨트롤 패널 스위치(배기 플랩 컨트롤 스위치1 및/또는 서스펜션 설정 스위치2)가 의도하지 않게 작동될 수 있습니다. 1배기 플랩 컨트롤 스위치: 배기 플랩 개폐를 개별적으로 조절하여 배기음을 변경할 수 있는 기능. 2서스펜션 설정 스위치: 주행 시 승차감 모드(Comfort 안락한 주행 스타일 / Sport 서스펜션 상태가 단단해짐 / Sport + - 서스펜션 상태가 매우 단단해짐)를 변경할 수 있는 기능.
메르세데스벤츠코리아(주),Mercedes-AMG A 35 4MATIC,2019-12-06,2020-08-26,2021-11-05,공급 업체의 개발 공정 오류로 인하여 라디오 신호와 같이 외부 전자파에 의해 하부 컨트롤 패널 스위치(배기 플랩 컨트롤 스위치1 및/또는 서스펜션 설정 스위치2)가 의도하지 않게 작동될 수 있습니다. 1배기 플랩 컨트롤 스위치: 배기 플랩 개폐를 개별적으로 조절하여 배기음을 변경할 수 있는 기능. 2서스펜션 설정 스위치: 주행 시 승차감 모드(Comfort 안락한 주행 스타일 / Sport 서스펜션 상태가 단단해짐 / Sport + - 서스펜션 상태가 매우 단단해짐)를 변경할 수 있는 기능.
메르세데스벤츠코리아(주),Mercedes-AMG A 45 4MATIC+,2019-12-10,2020-06-27,2021-11-05,공급 업체의 개발 공정 오류로 인하여 라디오 신호와 같이 외부 전자파에 의해 하부 컨트롤 패널 스위치(배기 플랩 컨트롤 스위치1 및/또는 서스펜션 설정 스위치2)가 의도하지 않게 작동될 수 있습니다. 1배기 플랩 컨트롤 스위치: 배기 플랩 개폐를 개별적으로 조절하여 배기음을 변경할 수 있는 기능. 2서스펜션 설정 스위치: 주행 시 승차감 모드(Comfort 안락한 주행 스타일 / Sport 서스펜션 상태가 단단해짐 / Sport + - 서스펜션 상태가 매우 단단해짐)를 변경할 수 있는 기능.
메르세데스벤츠코리아(주),Mercedes-AMG CLA 45 S 4MATIC+,2020-06-09,2020-07-06,2021-11-05,공급 업체의 개발 공정 오류로 인하여 라디오 신호와 같이 외부 전자파에 의해 하부 컨트롤 패널 스위치(배기 플랩 컨트롤 스위치1 및/또는 서스펜션 설정 스위치2)가 의도하지 않게 작동될 수 있습니다. 1배기 플랩 컨트롤 스위치: 배기 플랩 개폐를 개별적으로 조절하여 배기음을 변경할 수 있는 기능. 2서스펜션 설정 스위치: 주행 시 승차감 모드(Comfort 안락한 주행 스타일 / Sport 서스펜션 상태가 단단해짐 / Sport + - 서스펜션 상태가 매우 단단해짐)를 변경할 수 있는 기능.
메르세데스벤츠코리아(주),AMG G 63,2018-10-25,2020-05-14,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),G 65 AMG,2018-01-18,2018-01-18,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),AMG G 63,2016-11-28,2017-06-02,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),G 500,2018-06-02,2019-04-26,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),G 500 4x4,2016-10-17,2017-12-11,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),GLA 200 d,2017-04-25,2017-04-25,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),EQC 400 4MATIC,2018-04-27,2018-04-27,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),AMG GT 63 S 4MATIC+,2018-09-27,2019-05-28,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),GLC 250 4MATIC,2018-03-09,2018-03-09,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),GLC 300 4MATIC,2017-09-06,2017-09-06,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),MAYBACH S 560 4MATIC,2017-04-19,2020-02-07,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),MAYBACH S 500 4MATIC,2016-05-18,2016-05-18,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),Maybach S 560,2017-04-03,2019-04-18,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),MAYBACH S 500,2016-03-16,2016-03-16,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),MAYBACH S 650,2017-06-30,2020-07-16,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),MAYBACH S 600,2016-05-12,2017-03-30,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),AMG S 63 4MATIC+,2018-01-18,2018-09-05,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 560 4MATIC,2017-07-11,2020-07-07,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 500 4MATIC,2016-06-29,2017-05-05,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 560,2017-03-31,2018-03-29,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 500,2016-06-30,2016-11-09,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),AMG S 65,2017-09-18,2018-04-16,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 600,2016-05-10,2019-03-23,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 560 e,2018-12-05,2019-07-26,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 500 e,2016-10-11,2016-10-11,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 500,2017-04-04,2020-06-25,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 450 4MATIC,2017-09-08,2020-06-25,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 450,2019-06-24,2019-06-24,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 400 h,2016-09-14,2016-09-14,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 500,2018-09-12,2018-09-12,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 450,2019-01-31,2019-01-31,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),AMG S 65,2019-01-29,2019-01-29,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),AMG S 63 4MATIC,2018-11-13,2018-11-13,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),AMG S 65,2017-12-08,2019-02-05,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),S 450 4MATIC,2019-03-21,2019-03-21,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),E 200 d,2017-11-21,2017-11-21,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),AMG E 63 S 4MATIC+,2018-12-07,2018-12-07,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),E 350 e,2017-08-29,2018-03-23,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),E 250,2018-04-24,2018-04-24,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),E 200,2016-03-19,2018-09-20,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),E 200 d,2017-03-24,2017-07-17,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),E 220 D 4MATIC,2017-11-08,2017-11-08,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),E 220 D,2016-11-25,2019-05-06,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),C 200,2017-06-09,2017-06-09,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),AMG GT C,2017-03-10,2017-03-10,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),AMG GT R,2017-04-20,2017-11-07,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),A 250,2018-06-21,2018-06-21,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),A 220 d 4MATIC,2018-12-17,2018-12-17,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),GLE 450 4MATIC,2019-12-10,2019-12-10,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
메르세데스벤츠코리아(주),GLE 400 4MATIC,2017-09-25,2017-09-25,2021-11-05,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다."
비엠더블유코리아(주),BMW X6 xDrive30d,2014-10-10,2014-10-10,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW X5 xDrive30d,2017-02-06,2017-02-12,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
